sku,name,store_view_code,description,series_description,short_description
MEA1D2409DC,MEA1D2409DC,,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;9V &plusmn;56mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input"
MEA1D2412DC,MEA1D2412DC,,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;12V &plusmn;42mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input"
MEA1D2415DC,MEA1D2415DC,,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;15V &plusmn;33mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 21.6-26.4V Input"
MEA1D4805SC,MEA1D4805SC,,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 43.2-52.8V Input",The MEA series is the new high performance version of our 1W NMA series. The MEA series is more efficient and offers improved regulation performance &le; 5&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing dual rail supplies with the added benefit of galvanic isolation to reduce switching noise. All of the rated power may be drawn from a single output providing the total load does not exceed 1 watt.,"&plusmn;5V &plusmn;100mA, Isolated 1W Dual Output 1kVDC, DC-DC converter, 43.2-52.8V Input"
MEV1S0505DC,MEV1S0505DC,,"5V 200mA, Isolated 1W single Output 3kVDC, DC-DC converter, 4.5-5.5V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"5V 200mA, Isolated 1W single Output 3kVDC, DC-DC converter, 4.5-5.5V Input"
MEV1S0509DC,MEV1S0509DC,,"9V 111mA, Isolated 1W single Output 3kVDC, DC-DC converter, 4.5-5.5V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"9V 111mA, Isolated 1W single Output 3kVDC, DC-DC converter, 4.5-5.5V Input"
MEV1S0512DC,MEV1S0512DC,,"12V 84mA, Isolated 1W single Output 3kVDC, DC-DC converter, 4.5-5.5V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"12V 84mA, Isolated 1W single Output 3kVDC, DC-DC converter, 4.5-5.5V Input"
MEV1S1205DC,MEV1S1205DC,,"5V 200mA, Isolated 1W single Output 3kVDC, DC-DC converter, 10.8-13.2V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"5V 200mA, Isolated 1W single Output 3kVDC, DC-DC converter, 10.8-13.2V Input"
MEV1S1209DC,MEV1S1209DC,,"9V 111mA, Isolated 1W single Output 3kVDC, DC-DC converter, 10.8-13.2V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"9V 111mA, Isolated 1W single Output 3kVDC, DC-DC converter, 10.8-13.2V Input"
MEV1S1212DC,MEV1S1212DC,,"12V 84mA, Isolated 1W single Output 3kVDC, DC-DC converter, 10.8-13.2V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"12V 84mA, Isolated 1W single Output 3kVDC, DC-DC converter, 10.8-13.2V Input"
MEV1S1215DC,MEV1S1215DC,,"15V 67mA, Isolated 1W single Output 3kVDC, DC-DC converter, 10.8-13.2V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"15V 67mA, Isolated 1W single Output 3kVDC, DC-DC converter, 10.8-13.2V Input"
MEV1S1505DC,MEV1S1505DC,,"5V 200mA, Isolated 1W single Output 3kVDC, DC-DC converter, 13.5-16.5V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"5V 200mA, Isolated 1W single Output 3kVDC, DC-DC converter, 13.5-16.5V Input"
MEV1S1509DC,MEV1S1509DC,,"9V 111mA, Isolated 1W single Output 3kVDC, DC-DC converter, 13.5-16.5V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"9V 111mA, Isolated 1W single Output 3kVDC, DC-DC converter, 13.5-16.5V Input"
MEV1S1512DC,MEV1S1512DC,,"12V 84mA, Isolated 1W single Output 3kVDC, DC-DC converter, 13.5-16.5V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"12V 84mA, Isolated 1W single Output 3kVDC, DC-DC converter, 13.5-16.5V Input"
MEV1S1515DC,MEV1S1515DC,,"15V 67mA, Isolated 1W single Output 3kVDC, DC-DC converter, 13.5-16.5V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"15V 67mA, Isolated 1W single Output 3kVDC, DC-DC converter, 13.5-16.5V Input"
MEV1S2405DC,MEV1S2405DC,,"5V 200mA, Isolated 1W single Output 3kVDC, DC-DC converter, 21.6-26.4V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"5V 200mA, Isolated 1W single Output 3kVDC, DC-DC converter, 21.6-26.4V Input"
MEV1S2409DC,MEV1S2409DC,,"9V 111mA, Isolated 1W single Output 3kVDC, DC-DC converter, 21.6-26.4V Input",The MEV series is the new high performance version of our 1W NMV series. The MEV series is more efficient and offers improved regulation performance from 1.8&#37; for applications where a wide output voltage variation can not be tolerated. They are ideally suited for providing local supplies on control system boards with the added benefit of 3kVDC galvanic isolation to reduce switching noise. The MEV series is currently available in an industry SIP 7 or DIP 14 package.,"9V 111mA, Isolated 1W single Output 3kVDC, DC-DC converter, 21.6-26.4V Input"
