sku,store_view_code,description,series_description,short_description
MGJ2D151509SC,,"15V/-8.7V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 13.5-16.5V Input.","The MGJ2 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs and Mosfets in bridge circuits. 
A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ2 series is characterised for high
isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters, while the MGJ2 industrial grade temperature
rating and construction gives long service life and reliability.","15V/-8.7V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 13.5-16.5V Input."
MGJ2D151515SC,,"15V/-15V, 67mA/67mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 13.5-16.5V Input","The MGJ2 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs and Mosfets in bridge circuits. 
A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ2 series is characterised for high
isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters, while the MGJ2 industrial grade temperature
rating and construction gives long service life and reliability.","15V/-15V, 67mA/67mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 13.5-16.5V Input"
MGJ2D152003SC,,"20V/-3.5V, 80mA/80mA, 2W Dual Output 5.2kVDC, DC-DC Converter, 13.5-16.5V input","The MGJ2 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs and Mosfets in bridge circuits. 
A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ2 series is characterised for high
isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters, while the MGJ2 industrial grade temperature
rating and construction gives long service life and reliability.","20V/-3.5V, 80mA/80mA, 2W Dual Output 5.2kVDC, DC-DC Converter, 13.5-16.5V input"
MGJ2D152005SC,,"20V/-5V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 13.5-16.5V Input.","The MGJ2 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs and Mosfets in bridge circuits. 
A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ2 series is characterised for high
isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters, while the MGJ2 industrial grade temperature
rating and construction gives long service life and reliability.","20V/-5V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 13.5-16.5V Input."
MGJ2D241505SC,,"15V/-5V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 21.6-26.4V Input.","The MGJ2 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs and Mosfets in bridge circuits. 
A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ2 series is characterised for high
isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters, while the MGJ2 industrial grade temperature
rating and construction gives long service life and reliability.","15V/-5V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 21.6-26.4V Input."
MGJ2D241509SC,,"15V/-8.7V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 21.6-26.4V Input.","The MGJ2 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs and Mosfets in bridge circuits. 
A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ2 series is characterised for high
isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters, while the MGJ2 industrial grade temperature
rating and construction gives long service life and reliability.","15V/-8.7V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 21.6-26.4V Input."
MGJ2D241709SC,,"17V/-9V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 21.6-26.4V Input","The MGJ2 series of DC-DC converters is ideal
for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive
circuits for IGBTs and Mosfets in bridge circuits.
A choice of asymmetric output voltages allows
optimum drive levels for best system efficiency
and EMI. The MGJ2 series is characterised for high
isolation and dv/dt requirements commonly seen in
bridge circuits used in motor drives and inverters,
while the MGJ2 industrial grade temperature
rating and construction gives long service life and
reliability.
","17V/-9V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 21.6-26.4V Input"
MGJ2D242005SC,,"20V/-5V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 21.6-26.4V Input.","The MGJ2 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs and Mosfets in bridge circuits. 
A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ2 series is characterised for high
isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters, while the MGJ2 industrial grade temperature
rating and construction gives long service life and reliability.","20V/-5V, 80mA/40mA, Isolated 2W Dual Output 5.2kVDC, DC-DC Converter, 21.6-26.4V Input."
MGJ3T05150505MC,,"15/5/5V 120mA, Dual Output Isolated SM 5.2kVDC, DC-DC Converter, 4.5-9 Vin","Offering configurable dual output voltages of +15V/-10V, +20V/-5V and +15V/-5V, the MGJ3 series of DC-DC converters are ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs, Silicon Carbide and Mosfets in bridge circuits. A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ3 series is characterised for high isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters. A disable/frequency synchronisation pin, simplifies EMC filter design. The MGJ3 protection features include short circuit protection, over temperature protection and overload protection.","15/5/5V 120mA, Dual Output Isolated SM 5.2kVDC, DC-DC Converter, 4.5-9 Vin"
MGJ3T12150505MC,,"15/5/5V 120mA, Dual Output Isolated SM 5.2kVDC, DC-DC Converter, 9-18 Vin","Offering configurable dual output voltages of +15V/-10V, +20V/-5V and +15V/-5V, the MGJ3 series of DC-DC converters are ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs, Silicon Carbide and Mosfets in bridge circuits. A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ3 series is characterised for high isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters. A disable/frequency synchronisation pin, simplifies EMC filter design. The MGJ3 protection features include short circuit protection, over temperature protection and overload protection.","15/5/5V 120mA, Dual Output Isolated SM 5.2kVDC, DC-DC Converter, 9-18 Vin"
MGJ3T24150505MC,,"15/5/5V 120mA, Dual Output Isolated SM 5.2kVDC, DC-DC Converter, 18-36 Vin","Offering configurable dual output voltages of +15V/-10V, +20V/-5V and +15V/-5V, the MGJ3 series of DC-DC converters are ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs, Silicon Carbide and Mosfets in bridge circuits. A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ3 series is characterised for high isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters. A disable/frequency synchronisation pin, simplifies EMC filter design. The MGJ3 protection features include short circuit protection, over temperature protection and overload protection.","15/5/5V 120mA, Dual Output Isolated SM 5.2kVDC, DC-DC Converter, 18-36 Vin"
MGJ6D051505DC,,"15V/-5V 300mA, Isolated 6W Dual Output 5.7kVDC, DC-DC Converter, 4.5-9V Input.","Offering configurable dual output voltages of +15V/-10V, +20V/-5V and +15V/-5V, the MGJ6 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs, Silicon Carbide and Mosfets in bridge circuits. A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ6 series is characterised for high isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters.  A disable/frequency synchronisation pin simplifies EMC filter design. The MGJ6 protection features include short circuit protection and overload protection. ","15V/-5V 300mA, Isolated 6W Dual Output 5.7kVDC, DC-DC Converter, 4.5-9V Input."
MGJ6D051505LMC,,"15V/-5V 300mA, Isolated 6W Dual Output 5.7kVDC, DC-DC Converter, 4.5-9V Input.","Offering configurable dual output voltages of +15V/-10V, +20V/-5V and +15V/-5V, the MGJ6 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs, Silicon and Silicon Carbide Mosfets in bridge circuits. A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ6 series is characterised for high isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters. A disable/frequency synchronisation pin simplifies EMC filter design. The MGJ6 protection features include short circuit protection and overload protection. ","15V/-5V 300mA, Isolated 6W Dual Output 5.7kVDC, DC-DC Converter, 4.5-9V Input."
MGJ6D051505SC,,"15V/-5V 300mA, Isolated 6W Dual Output 5.7kVDC, DC-DC Converter, 4.5-9V Input.","Offering configurable dual output voltages of +15V/-10V, +20V/-5V and +15V/-5V, the MGJ6 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs, Silicon Carbide and Mosfets in bridge circuits. A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ6 series is characterised for high isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters.  A disable/frequency synchronisation pin simplifies EMC filter design. The MGJ6 protection features include short circuit protection and overload protection. ","15V/-5V 300mA, Isolated 6W Dual Output 5.7kVDC, DC-DC Converter, 4.5-9V Input."
MGJ6D051505WMC,,"15V/-5V, 300mA, Isolated 6W Dual Output 10.2kVDC, DC-DC Converter, 4.5-9V Input.","Offering configurable dual output voltages of +15V/- 10V, +20V/-5V and +15V/-5V, the MGJ6 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs, Silicon and Silicon Carbide MOSFETs in bridge circuits. A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ6 series is characterised for high isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters. A disable/frequency synchronisation pin simplifies EMC filter design. The MGJ6 protection features include short circuit protection and overload
protection.","15V/-5V, 300mA, Isolated 6W Dual Output 10.2kVDC, DC-DC Converter, 4.5-9V Input."
MGJ6D051510DC,,"15V/-10V 240mA, Isolated 6W Dual Output 5.7kVDC, DC-DC Converter, 4.5-9V Input.","Offering configurable dual output voltages of +15V/-10V, +20V/-5V and +15V/-5V, the MGJ6 series of DC-DC converters is ideal for powering 'high side'<sup>TM</sup> and 'low side'<sup>TM</sup> gate drive circuits for IGBTs, Silicon Carbide and Mosfets in bridge circuits. A choice of asymmetric output voltages allows optimum drive levels for best system efficiency and EMI. The MGJ6 series is characterised for high isolation and dv/dt requirements commonly seen in bridge circuits used in motor drives and inverters.  A disable/frequency synchronisation pin simplifies EMC filter design. The MGJ6 protection features include short circuit protection and overload protection. ","15V/-10V 240mA, Isolated 6W Dual Output 5.7kVDC, DC-DC Converter, 4.5-9V Input."
